,Unnamed: 0,Unnamed: 0.1,First component,Second component,distance
0,4884,4884,GO:1901554,GO:0036363,100.0
7,7674,7674,GO:0050790,GO:1901554,100.0
11,17480,17480,GO:0070053,GO:0036363,100.0
10,17456,17456,GO:0070053,GO:1901554,100.0
9,17477,17477,GO:0070053,GO:0050790,100.0
8,8170,8170,GO:0036363,GO:0070053,100.0
1,4954,4954,GO:1901554,GO:0070053,100.0
6,8097,8097,GO:0036363,GO:0050790,100.0
4,8076,8076,GO:0036363,GO:1901554,100.0
3,4881,4881,GO:1901554,GO:0050790,100.0
2,7768,7768,GO:0050790,GO:0070053,100.0
5,7698,7698,GO:0050790,GO:0036363,100.0
15,15342,15342,GO:0031575,GO:0022402,16.666666666666664
16,8951,8951,GO:0022402,GO:0000114,16.666666666666664
17,15383,15383,GO:0031575,GO:0000114,16.666666666666664
14,14404,14404,GO:0000114,GO:0022402,16.666666666666664
12,14452,14452,GO:0000114,GO:0031575,16.666666666666664
13,8958,8958,GO:0022402,GO:0031575,16.666666666666664
18,9569,9569,GO:0009628,GO:0033355,12.5
19,7441,7441,GO:0033355,GO:0009628,12.5
21,2338,2338,GO:0008292,GO:0036363,11.706349206349206
20,2408,2408,GO:0008292,GO:0070053,11.706349206349206
22,4190,4190,GO:1902903,GO:1901554,11.607142857142858
23,8071,8071,GO:0036363,GO:1902903,11.428571428571427
24,4284,4284,GO:1902903,GO:0070053,11.25
25,8875,8875,GO:0022402,GO:1902903,10.884920634920638
26,15307,15307,GO:0031575,GO:1902903,10.821428571428573
27,4268,4268,GO:1902903,GO:0031575,10.791666666666664
28,17437,17437,GO:0070053,GO:0008292,10.734126984126984
29,7669,7669,GO:0050790,GO:1902903,10.714285714285717
30,4841,4841,GO:1901554,GO:0008292,10.694444444444443
31,4220,4220,GO:1902903,GO:0022402,10.634920634920636
32,8057,8057,GO:0036363,GO:0008292,10.456349206349207
33,4261,4261,GO:1902903,GO:0000114,10.345238095238095
35,4855,4855,GO:1901554,GO:1902903,10.178571428571429
34,4211,4211,GO:1902903,GO:0050790,10.178571428571429
36,14369,14369,GO:0000114,GO:1902903,10.148809523809524
37,7655,7655,GO:0050790,GO:0008292,10.138888888888893
38,4214,4214,GO:1902903,GO:0036363,9.107142857142858
39,1859,1859,GO:0006956,GO:0001867,9.090909090909092
40,14448,14448,GO:0000114,GO:0004971,9.087301587301585
41,15809,15809,GO:0001867,GO:0006958,9.072727272727274
42,17567,17567,GO:0006958,GO:0006956,9.063636363636364
43,15691,15691,GO:0001867,GO:0006956,9.050505050505052
44,17671,17671,GO:0006958,GO:0001867,9.046015712682381
45,2314,2314,GO:0008292,GO:1901554,9.027777777777779
46,1873,1873,GO:0006956,GO:0006958,8.971969696969698
47,4171,4171,GO:1902903,GO:0008292,8.836451247165533
48,14806,14806,GO:0004971,GO:0022402,8.797619047619047
49,15386,15386,GO:0031575,GO:0004971,8.634920634920636
50,8954,8954,GO:0022402,GO:0004971,8.619047619047619
51,1400,1400,GO:0051098,GO:0036363,8.561771561771563
52,14847,14847,GO:0004971,GO:0000114,8.45238095238095
53,1376,1376,GO:0051098,GO:1901554,8.383449883449883
54,8050,8050,GO:0036363,GO:0051098,8.34015984015984
55,14854,14854,GO:0004971,GO:0031575,8.337301587301585
56,7648,7648,GO:0050790,GO:0051098,8.325008325008326
57,4834,4834,GO:1901554,GO:0051098,8.130203130203133
58,2309,2309,GO:0008292,GO:1902903,8.075396825396826
59,8861,8861,GO:0022402,GO:0008292,8.0
60,15293,15293,GO:0031575,GO:0008292,7.944444444444445
61,2385,2385,GO:0008292,GO:0000114,7.906084656084657
62,1470,1470,GO:0051098,GO:0070053,7.864468864468861
63,17451,17451,GO:0070053,GO:1902903,7.857142857142858
64,1397,1397,GO:0051098,GO:0050790,7.823676323676324
65,2392,2392,GO:0008292,GO:0031575,7.777777777777778
66,14355,14355,GO:0000114,GO:0008292,7.777777777777778
67,2335,2335,GO:0008292,GO:0050790,7.777777777777778
68,2344,2344,GO:0008292,GO:0022402,7.643518518518517
69,17430,17430,GO:0070053,GO:0051098,7.36996336996337
70,2388,2388,GO:0008292,GO:0004971,7.3015873015873
71,8898,8898,GO:0022402,GO:0006955,7.0120573870573875
72,12366,12366,GO:0016236,GO:0042417,6.9996981040937065
73,14356,14356,GO:0000114,GO:0000278,6.992424242424242
74,16864,16864,GO:0030383,GO:0031575,6.9524335958159496
75,13112,13112,GO:0000161,GO:0031575,6.948051948051949
76,11188,11188,GO:0000302,GO:0022402,6.936831142713497
77,7302,7302,GO:0006955,GO:0022402,6.927600177600177
78,14771,14771,GO:0004971,GO:1902903,6.904761904761902
79,5195,5195,GO:0042417,GO:0043161,6.883568812140241
80,5205,5205,GO:0042417,GO:0061684,6.8183794227750285
81,14757,14757,GO:0004971,GO:0008292,6.805059523809524
82,5184,5184,GO:0042417,GO:0016236,6.788069073783362
83,15234,15234,GO:0061684,GO:0016236,6.768626977418183
84,15294,15294,GO:0031575,GO:0000278,6.7648046398046375
85,13894,13894,GO:0043161,GO:0016236,6.7642595499738345
86,13840,13840,GO:0043161,GO:0042417,6.7619550778891435
87,7376,7376,GO:0033355,GO:0030157,6.760263545977831
88,4264,4264,GO:1902903,GO:0004971,6.7559523809523805
89,8862,8862,GO:0022402,GO:0000278,6.744828700711054
90,13915,13915,GO:0043161,GO:0061684,6.739272632129773
91,1808,1808,GO:0006956,GO:0022402,6.735690235690235
92,15180,15180,GO:0061684,GO:0042417,6.7345731191885045
93,12441,12441,GO:0016236,GO:0061684,6.725536368393513
94,8857,8857,GO:0022402,GO:0006956,6.7205387205387215
95,2478,2478,GO:0000278,GO:0022402,6.717074592074593
96,12431,12431,GO:0016236,GO:0043161,6.693444833554722
97,9520,9520,GO:0009628,GO:0030157,6.660277222777222
98,15245,15245,GO:0061684,GO:0043161,6.6412872841444255
99,15744,15744,GO:0001867,GO:0022402,6.632996632996633
100,1856,1856,GO:0006956,GO:0031575,6.6160173160173175
101,15405,15405,GO:0031575,GO:0006749,6.598290598290597
102,11236,11236,GO:0000302,GO:0031575,6.552884615384616
103,17620,17620,GO:0006958,GO:0022402,6.543771043771045
104,8927,8927,GO:0022402,GO:0000302,6.5435536685536695
105,859,859,GO:0030157,GO:0033355,6.501623376623376
106,15401,15401,GO:0031575,GO:0030383,6.501463813963815
107,15792,15792,GO:0001867,GO:0031575,6.494949494949495
108,14463,14463,GO:0000114,GO:0030383,6.492450961491207
109,11229,11229,GO:0000302,GO:0000114,6.465738346620699
110,15330,15330,GO:0031575,GO:0006955,6.458028083028082
111,7499,7499,GO:0033355,GO:0006749,6.45219363969364
112,14467,14467,GO:0000114,GO:0006749,6.451548451548453
113,16857,16857,GO:0030383,GO:0000114,6.447802197802199
114,875,875,GO:0030157,GO:0009628,6.447744963369964
115,15407,15407,GO:0031575,GO:0006958,6.437710437710438
116,17393,17393,GO:0006749,GO:0000114,6.436452436452438
117,8961,8961,GO:0022402,GO:0001867,6.424242424242424
118,1849,1849,GO:0006956,GO:0000114,6.409090909090909
119,17875,17875,GO:0042987,GO:0034205,6.40872619444048
120,8973,8973,GO:0022402,GO:0006749,6.40850815850816
121,15785,15785,GO:0001867,GO:0000114,6.3960437710437725
122,2526,2526,GO:0000278,GO:0031575,6.394327894327892
123,16816,16816,GO:0030383,GO:0022402,6.3849206349206336
124,2519,2519,GO:0000278,GO:0000114,6.353442309324663
125,17341,17341,GO:0006749,GO:0033355,6.337412587412588
126,14392,14392,GO:0000114,GO:0006955,6.3321661998132575
127,14455,14455,GO:0000114,GO:0001867,6.326599326599327
128,3253,3253,GO:0016563,GO:0010628,6.31498778998779
129,7235,7235,GO:0034205,GO:0042987,6.30165073022216
130,15393,15393,GO:0031575,GO:0001867,6.296969696969698
131,7350,7350,GO:0006955,GO:0031575,6.289835164835166
132,8969,8969,GO:0022402,GO:0030383,6.287029555411909
133,2850,2850,GO:1900271,GO:1901554,6.282673595754093
134,15359,15359,GO:0031575,GO:0000302,6.269841269841268
135,17668,17668,GO:0006958,GO:0031575,6.2659932659932664
136,17299,17299,GO:0006749,GO:0006956,6.263736263736264
137,15373,15373,GO:0031575,GO:0000161,6.24404761904762
138,15289,15289,GO:0031575,GO:0006956,6.242424242424242
139,17357,17357,GO:0006749,GO:0009628,6.241258741258742
140,14435,14435,GO:0000114,GO:0000161,6.2209428643252185
141,4982,4982,GO:0010628,GO:0016563,6.204735740450026
142,14421,14421,GO:0000114,GO:0000302,6.201617826617827
143,17400,17400,GO:0006749,GO:0031575,6.176157176157178
144,17687,17687,GO:0006958,GO:0042987,6.150645405792464
145,17683,17683,GO:0006958,GO:0006749,6.148740148740147
146,17951,17951,GO:0042987,GO:0006749,6.144054474936827
147,5556,5556,GO:0046656,GO:0019372,6.12853372118078
148,17419,17419,GO:0006749,GO:0042987,6.125690548767473
149,14351,14351,GO:0000114,GO:0006956,6.114478114478112
150,1871,1871,GO:0006956,GO:0006749,6.1047412183775815
151,8975,8975,GO:0022402,GO:0006958,6.090909090909091
152,17661,17661,GO:0006958,GO:0000114,6.090909090909091
153,13064,13064,GO:0000161,GO:0022402,6.090084751849457
154,9643,9643,GO:0009628,GO:0006749,6.053113553113552
155,17403,17403,GO:0006749,GO:0001867,6.047619047619048
156,15329,15329,GO:0031575,GO:0034205,6.038267288267289
157,14469,14469,GO:0000114,GO:0006958,6.025252525252526
158,5624,5624,GO:0046656,GO:0070053,6.025183150183152
159,5554,5554,GO:0046656,GO:0036363,6.0168067226890765
160,17417,17417,GO:0006749,GO:0006958,6.007194825376643
161,7231,7231,GO:0034205,GO:0006749,6.003603539317825
162,17352,17352,GO:0006749,GO:0022402,5.981518481518482
163,13105,13105,GO:0000161,GO:0000114,5.9686759319112275
164,15807,15807,GO:0001867,GO:0006749,5.965950715950716
165,7343,7343,GO:0006955,GO:0000114,5.9297340731164265
166,8349,8349,GO:0019372,GO:0046656,5.906626625008978
167,7659,7659,GO:0050790,GO:1900271,5.901199076121677
168,7684,7684,GO:0050790,GO:0060086,5.8918067226890765
169,17339,17339,GO:0006749,GO:0034205,5.860694860694863
170,17609,17609,GO:0006958,GO:0033355,5.853535353535353
171,17953,17953,GO:0042987,GO:0006958,5.847156547156548
172,7233,7233,GO:0034205,GO:0006958,5.846271909908272
173,1875,1875,GO:0006956,GO:0042987,5.837173432627979
174,5587,5587,GO:0046656,GO:0045087,5.810597572362279
175,12503,12503,GO:0045087,GO:0046656,5.792752998635353
176,8401,8401,GO:0019372,GO:0045087,5.785356963298138
177,9645,9645,GO:0009628,GO:0006958,5.7772366522366525
178,4917,4917,GO:1901554,GO:0045087,5.770658263305322
179,7487,7487,GO:0033355,GO:0001867,5.761363636363638
180,12592,12592,GO:0045087,GO:0070053,5.760854341736692
181,17607,17607,GO:0006958,GO:0034205,5.760479924116288
182,8941,8941,GO:0022402,GO:0000161,5.744846278592409
183,12524,12524,GO:0045087,GO:0019372,5.720891690009338
184,7501,7501,GO:0033355,GO:0006958,5.71590909090909
185,15811,15811,GO:0001867,GO:0042987,5.7113734082316965
186,7219,7219,GO:0034205,GO:0001867,5.706717524899343
187,7383,7383,GO:0033355,GO:0006956,5.7020202020202015
188,1795,1795,GO:0006956,GO:0034205,5.6967464353827975
189,7115,7115,GO:0034205,GO:0006956,5.693596807233171
190,9631,9631,GO:0009628,GO:0001867,5.673295454545454
191,11828,11828,GO:0048167,GO:1901554,5.673135043491081
192,9148,9148,GO:0006281,GO:1901554,5.66998992579488
193,7653,7653,GO:0050790,GO:0007265,5.6532937736498114
194,4763,4763,GO:0016567,GO:0030163,5.635776702272161
195,5551,5551,GO:0046656,GO:0050790,5.608516483516484
196,7726,7726,GO:0050790,GO:0048167,5.6080704211509165
197,3014,3014,GO:0051726,GO:0022402,5.598632848632847
198,17939,17939,GO:0042987,GO:0001867,5.588416213416213
199,15749,15749,GO:0001867,GO:0009628,5.5770202020202015
200,9527,9527,GO:0009628,GO:0006956,5.57426948051948
201,8379,8379,GO:0019372,GO:0009628,5.572115384615384
202,9169,9169,GO:0006281,GO:0050790,5.571833996756596
203,17835,17835,GO:0042987,GO:0006956,5.5688947416220165
204,7411,7411,GO:0033355,GO:0046656,5.5681089743589745
205,4892,4892,GO:1901554,GO:0006281,5.559106098579782
206,1797,1797,GO:0006956,GO:0033355,5.558396464646464
207,1406,1406,GO:0051098,GO:0022402,5.520590520590521
208,8890,8890,GO:0022402,GO:0060086,5.5146532961935435
209,4458,4458,GO:0007050,GO:1901554,5.495503464543712
210,7168,7168,GO:0034205,GO:0022402,5.492285492285494
211,8977,8977,GO:0022402,GO:0042987,5.490917579152873
212,9242,9242,GO:0006281,GO:0070053,5.472105508870214
213,2434,2434,GO:0000278,GO:0051726,5.470928377178377
214,6278,6278,GO:0060086,GO:0031575,5.444499808470399
215,4482,4482,GO:0007050,GO:0036363,5.4336476217281175
216,17929,17929,GO:0042987,GO:0000114,5.432567432567433
217,17651,17651,GO:0006958,GO:0000161,5.425894367070837
218,15731,15731,GO:0001867,GO:0034205,5.423149073149073
219,4552,4552,GO:0007050,GO:0070053,5.422264998503388
220,7432,7432,GO:0033355,GO:0019372,5.415064102564104
221,9576,9576,GO:0009628,GO:0019372,5.4133470695970685
222,17888,17888,GO:0042987,GO:0022402,5.4079809079809085
223,2944,2944,GO:1900271,GO:0070053,5.398692810457517
224,7159,7159,GO:0034205,GO:0050790,5.39423076923077
225,15733,15733,GO:0001867,GO:0033355,5.392045454545454
226,7209,7209,GO:0034205,GO:0000114,5.391303141303141
227,8128,8128,GO:0036363,GO:0048167,5.388683813606415
228,15409,15409,GO:0031575,GO:0042987,5.387716450216451
229,17453,17453,GO:0070053,GO:0007050,5.378845397808247
230,15286,15286,GO:0031575,GO:0051098,5.372275872275873
231,17625,17625,GO:0006958,GO:0009628,5.369949494949495
232,8854,8854,GO:0022402,GO:0051098,5.368881118881121
233,1813,1813,GO:0006956,GO:0009628,5.366702741702741
234,14471,14471,GO:0000114,GO:0042987,5.362332112332114
235,15775,15775,GO:0001867,GO:0000161,5.361741414759991
236,14348,14348,GO:0000114,GO:0051098,5.353202353202354
237,11849,11849,GO:0048167,GO:0050790,5.3244508329647635
238,2958,2958,GO:0051726,GO:0051098,5.319664407076994
239,8108,8108,GO:0036363,GO:0006281,5.311270600744285
240,1395,1395,GO:0051098,GO:0033355,5.311230436230437
241,6087,6087,GO:1900452,GO:0050790,5.303635090399796
242,7706,7706,GO:0050790,GO:0006281,5.3013499658236505
243,7361,7361,GO:0006955,GO:0030383,5.2987833245186176
244,4845,4845,GO:1901554,GO:1900271,5.2906101036905975
245,1447,1447,GO:0051098,GO:0000114,5.287379287379289
246,9817,9817,GO:0030163,GO:0016567,5.280170148554777
247,2871,2871,GO:1900271,GO:0050790,5.2745098039215685
248,1411,1411,GO:0051098,GO:0009628,5.273351648351649
249,8363,8363,GO:0019372,GO:0033355,5.272664835164834
250,8897,8897,GO:0022402,GO:0034205,5.265706515706516
251,4912,4912,GO:1901554,GO:0048167,5.252794977640179
252,7683,7683,GO:0050790,GO:1900452,5.251977984176127
253,13115,13115,GO:0000161,GO:0001867,5.251571141277023
254,2966,2966,GO:0051726,GO:0000278,5.2452030121713396
255,10246,10246,GO:0046718,GO:0019372,5.2443318119788715
256,9172,9172,GO:0006281,GO:0036363,5.240016261688089
257,1362,1362,GO:0051098,GO:0051726,5.235422696961159
258,4839,4839,GO:1901554,GO:0007265,5.234004127966977
259,17461,17461,GO:0070053,GO:0046656,5.230042016806721
260,16804,16804,GO:0030383,GO:0006955,5.224554612054614
261,11922,11922,GO:0048167,GO:0070053,5.203603371173031
262,10284,10284,GO:0046718,GO:0019058,5.1983263525833205
263,14384,14384,GO:0000114,GO:0060086,5.196670567994097
264,1454,1454,GO:0051098,GO:0031575,5.195693195693196
265,17679,17679,GO:0006958,GO:0030383,5.192804670077399
266,4869,4869,GO:1901554,GO:1900452,5.183350533195736
267,17214,17214,GO:0002376,GO:0019372,5.1740069150334245
268,7138,7138,GO:0034205,GO:1901554,5.165158371040724
269,17936,17936,GO:0042987,GO:0031575,5.163836163836164
270,7463,7463,GO:0033355,GO:0045087,5.157458656539539
271,8133,8133,GO:0036363,GO:0045087,5.155695611577964
272,2070,2070,GO:0007265,GO:0036363,5.149395324317925
273,14373,14373,GO:0000114,GO:0016567,5.147707548442844
274,11135,11135,GO:0000302,GO:0006956,5.121012321012321
275,17508,17508,GO:0070053,GO:0048167,5.1194530443756445
276,6066,6066,GO:1900452,GO:1901554,5.1194530443756445
277,8408,8408,GO:0019372,GO:0019058,5.116004044615873
278,13476,13476,GO:0019058,GO:0046718,5.113194193589955
279,9524,9524,GO:0009628,GO:0051098,5.0979020979020975
280,15170,15170,GO:0061684,GO:0070841,5.094241970292392
281,9896,9896,GO:0030163,GO:0031575,5.082445332445332
282,8436,8436,GO:0019372,GO:0002376,5.081661875276426
283,3855,3855,GO:0070841,GO:0043161,5.068113381716324
284,7367,7367,GO:0006955,GO:0006958,5.05895215895216
285,8384,8384,GO:0019372,GO:0046718,5.056322813216196
286,821,821,GO:0030157,GO:0008292,5.056205368705368
287,13081,13081,GO:0000161,GO:0000302,5.0560973214819365
288,1839,1839,GO:0006956,GO:0000161,5.054520234667293
289,8073,8073,GO:0036363,GO:0007050,5.050008599931202
290,7216,7216,GO:0034205,GO:0031575,5.049846352477932
291,15732,15732,GO:0001867,GO:0006955,5.046081369610781
292,7671,7671,GO:0050790,GO:0007050,5.0436446508427935
293,14360,14360,GO:0000114,GO:0051726,5.0425962925962935
294,3790,3790,GO:0070841,GO:0042417,5.042577385205093
295,15298,15298,GO:0031575,GO:0051726,5.036141636141634
296,4857,4857,GO:1901554,GO:0007050,5.02420880632955
297,6427,6427,GO:0019253,GO:0006749,5.019903832969443
298,5549,5549,GO:0046656,GO:0033355,5.007554945054945
299,3061,3061,GO:0051726,GO:0061684,5.00680534361853
300,6271,6271,GO:0060086,GO:0000114,5.005828594063887
301,8866,8866,GO:0022402,GO:0051726,5.005799755799756
302,16781,16781,GO:0030383,GO:1902903,5.0038946172874725
303,6230,6230,GO:0060086,GO:0022402,4.997432306255835
304,9607,9607,GO:0009628,GO:0045087,4.995273109243698
305,13506,13506,GO:0019058,GO:0009814,4.989161220043574
306,11253,11253,GO:0000302,GO:0006958,4.988156288156288
307,2874,2874,GO:1900271,GO:0036363,4.988089095287238
308,9647,9647,GO:0009628,GO:0042987,4.985811807240378
309,16881,16881,GO:0030383,GO:0006958,4.982633461309932
310,921,921,GO:0030157,GO:0001867,4.975326693508512
311,7173,7173,GO:0034205,GO:0009628,4.973935378347144
312,4797,4797,GO:0016567,GO:0000114,4.971697012138188
313,1867,1867,GO:0006956,GO:0030383,4.971182412358884
314,12356,12356,GO:0016236,GO:0070841,4.9684125674561335
315,15761,15761,GO:0001867,GO:0000302,4.968038497450263
316,5565,5565,GO:0046656,GO:0009628,4.9675480769230775
317,9848,9848,GO:0030163,GO:0022402,4.964621757384916
318,2067,2067,GO:0007265,GO:0050790,4.957915622389306
319,13462,13462,GO:0019058,GO:0019372,4.955714134506704
320,9545,9545,GO:0009628,GO:1902903,4.947916666666666
321,13830,13830,GO:0043161,GO:0070841,4.943684052568393
322,10477,10477,GO:0007267,GO:0031016,4.937578892926281
323,4804,4804,GO:0016567,GO:0031575,4.936079389020565
324,9889,9889,GO:0030163,GO:0000114,4.933455433455434
325,3428,3428,GO:0031016,GO:0007267,4.928001163700776
326,3844,3844,GO:0070841,GO:0016236,4.9219998840741885
327,7401,7401,GO:0033355,GO:1902903,4.919642857142857
328,13129,13129,GO:0000161,GO:0006958,4.907361511037982
329,4479,4479,GO:0007050,GO:0050790,4.906217750258
330,8061,8061,GO:0036363,GO:1900271,4.9040346907993975
331,13493,13493,GO:0019058,GO:0045087,4.898834426933167
332,7365,7365,GO:0006955,GO:0006749,4.897327413124117
333,7417,7417,GO:0033355,GO:0019253,4.895225195341295
334,3212,3212,GO:0030968,GO:0070053,4.89369971273996
335,8917,8917,GO:0022402,GO:0030163,4.892447603709213
336,5570,5570,GO:0046656,GO:0046718,4.890030549675878
337,4225,4225,GO:1902903,GO:0009628,4.888392857142857
338,14297,14297,GO:0009814,GO:0045087,4.8879633744523465
339,8081,8081,GO:0036363,GO:0046656,4.883699633699633
340,11239,11239,GO:0000302,GO:0001867,4.883074501256318
341,10290,10290,GO:0046718,GO:0009814,4.877623928359222
342,12435,12435,GO:0016236,GO:0000114,4.876678876678875
343,9555,9555,GO:0009628,GO:0046656,4.875
344,13916,13916,GO:0043161,GO:0031575,4.8721001221001226
345,6364,6364,GO:0019253,GO:0022402,4.869783432941328
346,14280,14280,GO:0009814,GO:0046718,4.86517212148017
347,6353,6353,GO:0019253,GO:0033355,4.862292892865648
348,11813,11813,GO:0048167,GO:1900271,4.860122119023048
349,9536,9536,GO:0009628,GO:0051726,4.856534090909091
350,15349,15349,GO:0031575,GO:0030163,4.856431803490628
351,14411,14411,GO:0000114,GO:0030163,4.855820105820106
352,5120,5120,GO:0042417,GO:0070841,4.85407334323743
353,870,870,GO:0030157,GO:0022402,4.848928848928848
354,8414,8414,GO:0019372,GO:0009814,4.848687546829963
355,6405,6405,GO:0019253,GO:0000114,4.847786336756924
356,2582,2582,GO:0019722,GO:1901554,4.8467576025625565
357,17637,17637,GO:0006958,GO:0000302,4.844111444111444
358,1796,1796,GO:0006956,GO:0006955,4.842521115248387
359,2422,2422,GO:0000278,GO:0051098,4.840742133324551
360,12517,12517,GO:0045087,GO:0033355,4.8406716853408005
361,11837,11837,GO:0048167,GO:1900452,4.8399397770804224
362,3031,3031,GO:0051726,GO:0000302,4.838578088578088
363,17488,17488,GO:0070053,GO:0006281,4.838184476342373
364,2902,2902,GO:1900271,GO:0048167,4.828959586285495
365,9027,9027,GO:0004722,GO:0031915,4.8283620887626295
366,14266,14266,GO:0009814,GO:0019372,4.826961209585049
367,3865,3865,GO:0070841,GO:0061684,4.824965411265722
368,3055,3055,GO:0051726,GO:0000114,4.823260073260073
369,4279,4279,GO:1902903,GO:0030383,4.820899513651613
370,8086,8086,GO:0036363,GO:0060086,4.819327731092439
371,16867,16867,GO:0030383,GO:0001867,4.817390340216121
372,2046,2046,GO:0007265,GO:1901554,4.817343604108312
373,13011,13011,GO:0000161,GO:0006956,4.8129322066822064
374,11132,11132,GO:0000302,GO:0051098,4.809550743374271
375,16879,16879,GO:0030383,GO:0006749,4.8071516761532225
376,15311,15311,GO:0031575,GO:0016567,4.802591036414567
377,15310,15310,GO:0031575,GO:0046685,4.802045928164853
378,1453,1453,GO:0051098,GO:0061684,4.798798423798424
379,1748,1748,GO:0006956,GO:0030157,4.7966200466200455
380,14391,14391,GO:0000114,GO:0034205,4.790348540348541
381,1825,1825,GO:0006956,GO:0000302,4.786451048951049
382,12350,12350,GO:0016236,GO:0051726,4.780338708910137
383,2859,2859,GO:1900271,GO:1900452,4.778259988205808
384,3818,3818,GO:0070841,GO:0022402,4.775265369305616
385,4419,4419,GO:0019395,GO:0006958,4.770521344684023
386,13336,13336,GO:0004683,GO:0005513,4.769649053457217
387,4209,4209,GO:1902903,GO:0033355,4.769345238095238
388,7333,7333,GO:0006955,GO:0000161,4.768396005049491
389,11251,11251,GO:0000302,GO:0006749,4.7682496075353225
390,13868,13868,GO:0043161,GO:0022402,4.763858363858363
391,17411,17411,GO:0006749,GO:0030383,4.760369532428356
392,17193,17193,GO:0002376,GO:0046656,4.7592821879089025
393,6369,6369,GO:0019253,GO:0009628,4.754334046371585
394,5158,5158,GO:0042417,GO:0022402,4.752136752136751
395,1371,1371,GO:0051098,GO:1902903,4.7518196089624665
396,15684,15684,GO:0001867,GO:0030157,4.751445524172796
397,4187,4187,GO:1902903,GO:0007050,4.750860760971055
398,1774,1774,GO:0006956,GO:0019395,4.749351628763394
399,17608,17608,GO:0006958,GO:0006955,4.749233119821357
400,9597,9597,GO:0009628,GO:0000302,4.748201203558347
401,4208,4208,GO:1902903,GO:0006955,4.747573793349998
402,15322,15322,GO:0031575,GO:0060086,4.746829287270463
403,13824,13824,GO:0043161,GO:0051726,4.745233399079553
404,11193,11193,GO:0000302,GO:0009628,4.743704212454213
405,2986,2986,GO:0051726,GO:0042417,4.741483516483517
406,13822,13822,GO:0043161,GO:0045222,4.7414598430465285
407,6160,6160,GO:1900452,GO:0070053,4.739551083591332
408,15389,15389,GO:0031575,GO:0061684,4.7376068376068385
409,5622,5622,GO:0046656,GO:0002376,4.737218819151591
410,17877,17877,GO:0042987,GO:0033355,4.735347985347985
411,7448,7448,GO:0033355,GO:0007267,4.732828548085901
412,7353,7353,GO:0006955,GO:0001867,4.729895676219205
413,8291,8291,GO:0005739,GO:0001867,4.727465723131359
414,11219,11219,GO:0000302,GO:0000161,4.726629140798756
415,13069,13069,GO:0000161,GO:0009628,4.726432880844647
416,7424,7424,GO:0033355,GO:0006955,4.7246776915894575
417,14304,14304,GO:0009814,GO:0019058,4.723343984781735
418,7249,7249,GO:0006955,GO:0006956,4.723316389492861
419,10277,10277,GO:0046718,GO:0045087,4.723085689781192
420,15208,15208,GO:0061684,GO:0022402,4.722055722055723
421,17340,17340,GO:0006749,GO:0006955,4.721911666764607
422,2784,2784,GO:0045222,GO:0030217,4.720177468393918
423,6118,6118,GO:1900452,GO:0048167,4.712533448191798
424,10225,10225,GO:0046718,GO:0046656,4.7119871720055535
425,7416,7416,GO:0033355,GO:0060086,4.711906970953024
426,16763,16763,GO:0030383,GO:0006956,4.711247086247086
427,15368,15368,GO:0031575,GO:0016236,4.709845709845709
428,8851,8851,GO:0022402,GO:0008588,4.704573934837091
429,3142,3142,GO:0030968,GO:0036363,4.703788456648869
430,9447,9447,GO:0005513,GO:0004722,4.701983863720928
431,5112,5112,GO:0042417,GO:0045222,4.6986461251167135
432,9853,9853,GO:0030163,GO:0009628,4.698616946778711
433,14245,14245,GO:0009814,GO:0046656,4.698529411764706
434,2466,2466,GO:0000278,GO:0006955,4.6900500240598735
435,8882,8882,GO:0022402,GO:0042417,4.687423687423687
436,2140,2140,GO:0007265,GO:0070053,4.68702393237997
437,9567,9567,GO:0009628,GO:0034205,4.686028257456829
438,11140,11140,GO:0000302,GO:0000278,4.683288933288933
439,7392,7392,GO:0033355,GO:0051726,4.682692307692308
440,7156,7156,GO:0034205,GO:0006955,4.676023394833996
441,2603,2603,GO:0019722,GO:0050790,4.674603174603175
442,8879,8879,GO:0022402,GO:0016567,4.674289891395153
443,7503,7503,GO:0033355,GO:0042987,4.6741071428571415
444,9604,9604,GO:0009628,GO:0001666,4.6734337375300985
445,17441,17441,GO:0070053,GO:1900271,4.6719740527790075
446,15314,15314,GO:0031575,GO:0042417,4.669719169719169
447,4405,4405,GO:0019395,GO:0001867,4.669575187454444
448,935,935,GO:0030157,GO:0006958,4.66946386946387
449,13441,13441,GO:0019058,GO:0046656,4.667569287330316
450,6090,6090,GO:1900452,GO:0036363,4.664559683522532
451,12533,12533,GO:0045087,GO:0009628,4.662666989872872
452,13016,13016,GO:0000161,GO:0000278,4.661731475807106
453,607,607,GO:0040014,GO:0009628,4.660803356430291
454,15308,15308,GO:0031575,GO:0019395,4.659815592903827
455,12394,12394,GO:0016236,GO:0022402,4.657203907203908
456,7453,7453,GO:0033355,GO:0000302,4.655792124542124
457,7291,7291,GO:0006955,GO:0033355,4.652182346530809
458,1358,1358,GO:0051098,GO:0000278,4.651855847233999
459,13717,13717,GO:0005516,GO:0031915,4.649876459986185
460,4756,4756,GO:0016567,GO:0022402,4.649686370274607
461,10432,10432,GO:0072574,GO:0031575,4.648385670057497
462,6051,6051,GO:1900452,GO:1900271,4.647549748703612
463,15739,15739,GO:0001867,GO:0005739,4.647468344062771
464,2968,2968,GO:0051726,GO:0045222,4.646431709415456
