,Unnamed: 0,Unnamed: 0.1,First component,Second component,distance
2224,11391,11391,GO:0040014,GO:0051098,105.2
2225,219,219,GO:0051098,GO:0040014,105.2
2233,246,246,GO:0051098,GO:0042417,105.14285714285714
2230,244,244,GO:0051098,GO:0061684,105.14285714285714
2232,15009,15009,GO:0042417,GO:0051098,105.14285714285714
2231,245,245,GO:0051098,GO:0043161,105.14285714285714
2229,14741,14741,GO:0061684,GO:0051098,105.14285714285714
2227,243,243,GO:0051098,GO:0016236,105.14285714285714
2226,14875,14875,GO:0043161,GO:0051098,105.14285714285714
2228,14607,14607,GO:0016236,GO:0051098,105.14285714285714
2236,17019,17019,GO:0008653,GO:0051098,105.0
2237,17153,17153,GO:0008588,GO:0051098,105.0
2234,261,261,GO:0051098,GO:0008653,105.0
2235,262,262,GO:0051098,GO:0008588,105.0
2238,2945,2945,GO:0030217,GO:1900407,104.60879284649776
2239,17575,17575,GO:1900407,GO:0030217,104.60879284649776
2240,2946,2946,GO:0030217,GO:0008286,104.60879284649776
2241,17709,17709,GO:0008286,GO:0030217,104.60879284649776
2242,7358,7358,GO:0072378,GO:0034079,104.6
2243,16402,16402,GO:0034079,GO:0072378,104.6
2244,259,259,GO:0051098,GO:0035559,104.32142857142857
2245,260,260,GO:0051098,GO:0038029,104.32142857142857
2246,16751,16751,GO:0035559,GO:0051098,104.32142857142857
2247,16885,16885,GO:0038029,GO:0051098,104.32142857142857
2249,15601,15601,GO:0007179,GO:0051726,104.1818181818182
2248,7754,7754,GO:0051726,GO:0007179,104.1818181818182
2250,17408,17408,GO:0019372,GO:0034079,103.90476190476193
2251,16477,16477,GO:0034079,GO:0019372,103.90476190476193
2252,16358,16358,GO:0034079,GO:0007596,103.81904761904762
2253,1462,1462,GO:0007596,GO:0034079,103.81904761904762
2254,16617,16617,GO:0072574,GO:0051098,103.79710144927536
2255,258,258,GO:0051098,GO:0072574,103.79710144927536
2256,234,234,GO:0051098,GO:0034205,103.75
2257,233,233,GO:0051098,GO:0042987,103.75
2258,13267,13267,GO:0042987,GO:0051098,103.75
2259,13401,13401,GO:0034205,GO:0051098,103.75
2260,7699,7699,GO:0051726,GO:0030193,103.66666666666669
2261,8231,8231,GO:0030193,GO:0051726,103.66666666666669
2262,2919,2919,GO:0030217,GO:0044419,103.65584415584415
2263,14091,14091,GO:0044419,GO:0030217,103.65584415584415
2265,168,168,GO:0051098,GO:0051414,103.33333333333334
2264,4557,4557,GO:0051414,GO:0051098,103.33333333333334
2266,658,658,GO:0005739,GO:0034079,103.28937728937728
2267,16353,16353,GO:0034079,GO:0019395,103.28937728937728
2268,792,792,GO:0019395,GO:0034079,103.28937728937728
2269,16352,16352,GO:0034079,GO:0005739,103.28937728937728
2270,3505,3505,GO:0070102,GO:0030217,103.22727272727272
2271,3639,3639,GO:0019221,GO:0030217,103.22727272727272
2272,2841,2841,GO:0030217,GO:0019221,103.22727272727272
2273,2840,2840,GO:0030217,GO:0070102,103.22727272727272
2274,2830,2830,GO:0030217,GO:0004915,102.78220594571306
2275,2831,2831,GO:0030217,GO:0007259,102.78220594571306
2276,2299,2299,GO:0007259,GO:0030217,102.78220594571306
2277,2165,2165,GO:0004915,GO:0030217,102.78220594571306
2278,190,190,GO:0051098,GO:0007173,102.76
2279,7505,7505,GO:0007173,GO:0051098,102.76
2283,11041,11041,GO:0019222,GO:0097210,102.73390342052313
2282,11175,11175,GO:0043491,GO:0097210,102.73390342052313
2281,7185,7185,GO:0097210,GO:0043491,102.73390342052313
2280,7184,7184,GO:0097210,GO:0019222,102.73390342052313
2284,14127,14127,GO:0044419,GO:0051726,102.57142857142857
2285,7743,7743,GO:0051726,GO:0044419,102.57142857142857
2293,11151,11151,GO:0043491,GO:0050829,102.5631868131868
2292,11017,11017,GO:0019222,GO:0050829,102.5631868131868
2291,11150,11150,GO:0043491,GO:0002456,102.5631868131868
2290,3969,3969,GO:0050829,GO:0043491,102.5631868131868
2289,11016,11016,GO:0019222,GO:0002456,102.5631868131868
2288,3968,3968,GO:0050829,GO:0019222,102.5631868131868
2287,3834,3834,GO:0002456,GO:0019222,102.5631868131868
2286,3835,3835,GO:0002456,GO:0043491,102.5631868131868
2294,248,248,GO:0051098,GO:0006749,102.5
2295,15277,15277,GO:0006749,GO:0051098,102.5
2296,11257,11257,GO:0000161,GO:0051098,102.3
2297,218,218,GO:0051098,GO:0000161,102.3
2300,2824,2824,GO:0030217,GO:0007596,102.22727272727272
2301,1361,1361,GO:0007596,GO:0030217,102.22727272727272
2299,7257,7257,GO:0072378,GO:0030217,102.22727272727272
2298,2868,2868,GO:0030217,GO:0072378,102.22727272727272
2302,2876,2876,GO:0030217,GO:0030163,102.08181818181819
2303,2877,2877,GO:0030217,GO:0016567,102.08181818181819
2304,8329,8329,GO:0030163,GO:0030217,102.08181818181819
2305,8463,8463,GO:0016567,GO:0030217,102.08181818181819
2312,10133,10133,GO:0009814,GO:0043491,102.03571428571428
2317,11198,11198,GO:0043491,GO:0046718,102.03571428571428
2316,10400,10400,GO:0019058,GO:0019222,102.03571428571428
2315,11065,11065,GO:0019222,GO:0019058,102.03571428571428
2314,10401,10401,GO:0019058,GO:0043491,102.03571428571428
2313,10267,10267,GO:0046718,GO:0043491,102.03571428571428
2310,11197,11197,GO:0043491,GO:0009814,102.03571428571428
2311,10132,10132,GO:0009814,GO:0019222,102.03571428571428
2309,11063,11063,GO:0019222,GO:0009814,102.03571428571428
2308,10266,10266,GO:0046718,GO:0019222,102.03571428571428
2307,11199,11199,GO:0043491,GO:0019058,102.03571428571428
2306,11064,11064,GO:0019222,GO:0046718,102.03571428571428
2321,3541,3541,GO:0070102,GO:0051726,102.0
2323,7664,7664,GO:0051726,GO:0070102,102.0
2322,3675,3675,GO:0019221,GO:0051726,102.0
2320,7665,7665,GO:0051726,GO:0019221,102.0
2319,9783,9783,GO:0000302,GO:0051098,102.0
2318,207,207,GO:0051098,GO:0000302,102.0
2324,10574,10574,GO:0006956,GO:0034079,101.90476190476193
2325,16427,16427,GO:0034079,GO:0006958,101.90476190476193
2326,16428,16428,GO:0034079,GO:0001867,101.90476190476193
2327,16426,16426,GO:0034079,GO:0006956,101.90476190476193
2328,10842,10842,GO:0001867,GO:0034079,101.90476190476193
2329,10708,10708,GO:0006958,GO:0034079,101.90476190476193
2331,192,192,GO:0051098,GO:0009649,101.8
2330,7773,7773,GO:0009649,GO:0051098,101.8
2332,16433,16433,GO:0034079,GO:0040014,101.6095238095238
2333,11512,11512,GO:0040014,GO:0034079,101.6095238095238
2334,16434,16434,GO:0034079,GO:1901576,101.58888057840937
2335,11646,11646,GO:1901576,GO:0034079,101.58888057840937
2342,6112,6112,GO:0006099,GO:0019222,101.57857142857144
2340,6247,6247,GO:0006119,GO:0043491,101.57857142857144
2343,6113,6113,GO:0006099,GO:0043491,101.57857142857144
2341,11033,11033,GO:0019222,GO:0006099,101.57857142857144
2336,11167,11167,GO:0043491,GO:0006099,101.57857142857144
2339,11034,11034,GO:0019222,GO:0006119,101.57857142857144
2338,6246,6246,GO:0006119,GO:0019222,101.57857142857144
2337,11168,11168,GO:0043491,GO:0006119,101.57857142857144
2344,7769,7769,GO:0051726,GO:1900407,101.45355191256832
2345,17611,17611,GO:1900407,GO:0051726,101.45355191256832
2346,7770,7770,GO:0051726,GO:0008286,101.45355191256832
2347,17745,17745,GO:0008286,GO:0051726,101.45355191256832
2348,2943,2943,GO:0030217,GO:0019372,101.22727272727272
2349,17307,17307,GO:0019372,GO:0030217,101.22727272727272
2350,17140,17140,GO:0008653,GO:0034079,100.90476190476193
2351,16476,16476,GO:0034079,GO:0008588,100.90476190476193
2352,16475,16475,GO:0034079,GO:0008653,100.90476190476193
2353,17274,17274,GO:0008588,GO:0034079,100.90476190476193
2354,173,173,GO:0051098,GO:0071470,100.54152823920263
2355,5227,5227,GO:0071470,GO:0051098,100.54152823920263
2357,11411,11411,GO:0040014,GO:0030217,100.37272727272727
2356,2899,2899,GO:0030217,GO:0040014,100.37272727272727
2358,7655,7655,GO:0051726,GO:0007259,100.29857819905214
2359,2201,2201,GO:0004915,GO:0051726,100.29857819905214
2360,7654,7654,GO:0051726,GO:0004915,100.29857819905214
2361,2335,2335,GO:0007259,GO:0051726,100.29857819905214
2362,2802,2802,GO:0008152,GO:0034079,100.2877775026822
2363,16368,16368,GO:0034079,GO:0008152,100.2877775026822
2364,240,240,GO:0051098,GO:0032313,100.2
2365,7293,7293,GO:0072378,GO:0051726,100.2
2366,14205,14205,GO:0032313,GO:0051098,100.2
2367,7692,7692,GO:0051726,GO:0072378,100.2
2368,7697,7697,GO:0051726,GO:0070841,100.1875
2369,7963,7963,GO:0070841,GO:0051726,100.1875
2373,5361,5361,GO:0006970,GO:0051098,100.144
2375,174,174,GO:0051098,GO:0006970,100.144
2374,171,171,GO:0051098,GO:0006973,100.144
2370,172,172,GO:0051098,GO:0061621,100.144
2372,4959,4959,GO:0006973,GO:0051098,100.144
2371,5093,5093,GO:0061621,GO:0051098,100.144
2376,7749,7749,GO:0051726,GO:0043161,100.14285714285714
2381,7747,7747,GO:0051726,GO:0016236,100.14285714285714
2383,7750,7750,GO:0051726,GO:0042417,100.14285714285714
2382,7748,7748,GO:0051726,GO:0061684,100.14285714285714
2377,14797,14797,GO:0061684,GO:0051726,100.14285714285714
2380,14931,14931,GO:0043161,GO:0051726,100.14285714285714
2378,15065,15065,GO:0042417,GO:0051726,100.14285714285714
2379,14663,14663,GO:0016236,GO:0051726,100.14285714285714
2384,403,403,GO:0060333,GO:0051098,100.04123711340206
2385,137,137,GO:0051098,GO:0060333,100.04123711340206
2389,8499,8499,GO:0016567,GO:0051726,100.0
2390,8365,8365,GO:0030163,GO:0051726,100.0
2391,7700,7700,GO:0051726,GO:0030163,100.0
2388,7767,7767,GO:0051726,GO:0019372,100.0
2387,7701,7701,GO:0051726,GO:0016567,100.0
2386,17343,17343,GO:0019372,GO:0051726,100.0
2392,6701,6701,GO:0006091,GO:0051098,99.92307692307692
2393,184,184,GO:0051098,GO:0006091,99.92307692307692
2395,2887,2887,GO:0030217,GO:0000302,99.8939393939394
2394,9803,9803,GO:0000302,GO:0030217,99.8939393939394
2396,1397,1397,GO:0007596,GO:0051726,99.8
2397,7648,7648,GO:0051726,GO:0007596,99.8
2399,16163,16163,GO:0051321,GO:0043491,99.58333333333334
2400,16029,16029,GO:0040020,GO:0043491,99.58333333333334
2401,16162,16162,GO:0051321,GO:0019222,99.58333333333334
2402,11242,11242,GO:0043491,GO:0051321,99.58333333333334
2403,11241,11241,GO:0043491,GO:0040020,99.58333333333334
2404,11107,11107,GO:0019222,GO:0040020,99.58333333333334
2405,11108,11108,GO:0019222,GO:0051321,99.58333333333334
2398,16028,16028,GO:0040020,GO:0019222,99.58333333333334
2407,886,886,GO:0042752,GO:0019222,99.48200150772708
2409,10994,10994,GO:0019222,GO:0042752,99.48200150772708
2408,887,887,GO:0042752,GO:0043491,99.48200150772708
2406,11128,11128,GO:0043491,GO:0042752,99.48200150772708
2410,16872,16872,GO:0035559,GO:0034079,99.33333333333334
2411,17006,17006,GO:0038029,GO:0034079,99.33333333333334
2412,16474,16474,GO:0034079,GO:0038029,99.33333333333334
2413,16473,16473,GO:0034079,GO:0035559,99.33333333333334
2414,16738,16738,GO:0072574,GO:0034079,99.32712215320907
2415,16472,16472,GO:0034079,GO:0072574,99.32712215320907
2416,2894,2894,GO:0030217,GO:0001867,99.22727272727272
2417,2893,2893,GO:0030217,GO:0006958,99.22727272727272
2418,10741,10741,GO:0001867,GO:0030217,99.22727272727272
2419,2892,2892,GO:0030217,GO:0006956,99.22727272727272
2420,10607,10607,GO:0006958,GO:0030217,99.22727272727272
2421,10473,10473,GO:0006956,GO:0030217,99.22727272727272
2427,5783,5783,GO:0005249,GO:0030217,99.19696969696967
2426,5515,5515,GO:0019227,GO:0030217,99.19696969696967
2425,2855,2855,GO:0030217,GO:0019227,99.19696969696967
2424,2856,2856,GO:0030217,GO:0005248,99.19696969696967
2422,2857,2857,GO:0030217,GO:0005249,99.19696969696967
2423,5649,5649,GO:0005248,GO:0030217,99.19696969696967
2428,2921,2921,GO:0030217,GO:0046685,99.17045454545452
2429,14359,14359,GO:0046685,GO:0030217,99.17045454545452
2430,11208,11208,GO:0043491,GO:1901576,98.93686113188733
2431,11606,11606,GO:1901576,GO:0019222,98.93686113188733
2432,11607,11607,GO:1901576,GO:0043491,98.93686113188733
2433,11074,11074,GO:0019222,GO:1901576,98.93686113188733
2435,14339,14339,GO:0046685,GO:0051098,98.875
2434,241,241,GO:0051098,GO:0046685,98.875
2436,13457,13457,GO:0034205,GO:0051726,98.75
2437,13323,13323,GO:0042987,GO:0051726,98.75
2438,7738,7738,GO:0051726,GO:0034205,98.75
2439,7737,7737,GO:0051726,GO:0042987,98.75
2440,16406,16406,GO:0034079,GO:0009649,98.70476190476192
2441,7894,7894,GO:0009649,GO:0034079,98.70476190476192
2443,2434,2434,GO:0019253,GO:0045222,98.34027777777777
2442,2966,2966,GO:0045222,GO:0019253,98.34027777777777
2444,9904,9904,GO:0000302,GO:0034079,98.33333333333331
2445,16421,16421,GO:0034079,GO:0000302,98.33333333333331
2446,2762,2762,GO:0008152,GO:0019222,98.33195097796484
2447,2763,2763,GO:0008152,GO:0043491,98.33195097796484
2448,11142,11142,GO:0043491,GO:0008152,98.33195097796484
2449,11008,11008,GO:0019222,GO:0008152,98.33195097796484
2450,524,524,GO:0060333,GO:0034079,98.09278350515464
2451,16351,16351,GO:0034079,GO:0060333,98.09278350515464
2453,11378,11378,GO:0000161,GO:0034079,98.06190476190477
2452,16432,16432,GO:0034079,GO:0000161,98.06190476190477
2462,224,224,GO:0051098,GO:0031915,98.0
2469,221,221,GO:0051098,GO:0005516,98.0
2468,10643,10643,GO:0006958,GO:0051726,98.0
2467,10777,10777,GO:0001867,GO:0051726,98.0
2466,7718,7718,GO:0051726,GO:0001867,98.0
2465,222,222,GO:0051098,GO:0004683,98.0
2464,223,223,GO:0051098,GO:0004722,98.0
2463,7717,7717,GO:0051726,GO:0006958,98.0
2461,225,225,GO:0051098,GO:0005513,98.0
2460,7716,7716,GO:0051726,GO:0006956,98.0
2459,11659,11659,GO:0005516,GO:0051098,98.0
2458,11927,11927,GO:0004722,GO:0051098,98.0
2457,12061,12061,GO:0031915,GO:0051098,98.0
2456,12195,12195,GO:0005513,GO:0051098,98.0
2455,10509,10509,GO:0006956,GO:0051726,98.0
2454,11793,11793,GO:0004683,GO:0051098,98.0
2470,7927,7927,GO:0070841,GO:0030217,97.96022727272728
2471,2873,2873,GO:0030217,GO:0070841,97.96022727272728
2472,3003,3003,GO:0045222,GO:0007265,97.9375
2473,7392,7392,GO:0007265,GO:0045222,97.9375
2479,12081,12081,GO:0031915,GO:0030217,97.82996632996634
2483,2904,2904,GO:0030217,GO:0031915,97.82996632996634
2482,2903,2903,GO:0030217,GO:0004722,97.82996632996634
2481,2905,2905,GO:0030217,GO:0005513,97.82996632996634
2480,11679,11679,GO:0005516,GO:0030217,97.82996632996634
2477,2902,2902,GO:0030217,GO:0004683,97.82996632996634
2478,11947,11947,GO:0004722,GO:0030217,97.82996632996634
2476,11813,11813,GO:0004683,GO:0030217,97.82996632996634
2475,12215,12215,GO:0005513,GO:0030217,97.82996632996634
2474,2901,2901,GO:0030217,GO:0005516,97.82996632996634
2484,4678,4678,GO:0051414,GO:0034079,97.76190476190477
2485,16382,16382,GO:0034079,GO:0051414,97.76190476190477
2486,16404,16404,GO:0034079,GO:0007173,97.5047619047619
2487,7626,7626,GO:0007173,GO:0034079,97.5047619047619
2488,2938,2938,GO:0030217,GO:0072574,97.32345191040844
2489,16637,16637,GO:0072574,GO:0030217,97.32345191040844
2499,12182,12182,GO:0031915,GO:0034079,97.31746031746029
2498,16436,16436,GO:0034079,GO:0004683,97.31746031746029
2497,16438,16438,GO:0034079,GO:0031915,97.31746031746029
2496,16439,16439,GO:0034079,GO:0005513,97.31746031746029
2495,12048,12048,GO:0004722,GO:0034079,97.31746031746029
2494,12316,12316,GO:0005513,GO:0034079,97.31746031746029
2493,16437,16437,GO:0034079,GO:0004722,97.31746031746029
2492,16435,16435,GO:0034079,GO:0005516,97.31746031746029
2491,11914,11914,GO:0004683,GO:0034079,97.31746031746029
2490,11780,11780,GO:0005516,GO:0034079,97.31746031746029
2500,17039,17039,GO:0008653,GO:0030217,97.22727272727272
2501,17173,17173,GO:0008588,GO:0030217,97.22727272727272
2502,2942,2942,GO:0030217,GO:0008588,97.22727272727272
2503,2941,2941,GO:0030217,GO:0008653,97.22727272727272
2504,7672,7672,GO:0051726,GO:0051414,97.0
2505,4613,4613,GO:0051414,GO:0051726,97.0
2510,11224,11224,GO:0043491,GO:0038160,96.82142857142857
2513,13750,13750,GO:0038160,GO:0019222,96.82142857142857
2512,11090,11090,GO:0019222,GO:0038160,96.82142857142857
2511,11091,11091,GO:0019222,GO:0038146,96.82142857142857
2509,11225,11225,GO:0043491,GO:0038146,96.82142857142857
2508,13751,13751,GO:0038160,GO:0043491,96.82142857142857
2507,13884,13884,GO:0038146,GO:0019222,96.82142857142857
2506,13885,13885,GO:0038146,GO:0043491,96.82142857142857
2514,2848,2848,GO:0030217,GO:0051414,96.56060606060606
2515,4577,4577,GO:0051414,GO:0030217,96.56060606060606
2516,11277,11277,GO:0000161,GO:0030217,96.52727272727272
2517,2898,2898,GO:0030217,GO:0000161,96.52727272727272
2518,2940,2940,GO:0030217,GO:0038029,96.51298701298704
2519,2939,2939,GO:0030217,GO:0035559,96.51298701298704
2520,16905,16905,GO:0038029,GO:0030217,96.51298701298704
2521,16771,16771,GO:0035559,GO:0030217,96.51298701298704
2522,11023,11023,GO:0019222,GO:0031016,96.46428571428572
2523,11024,11024,GO:0019222,GO:0007267,96.46428571428572
2524,4773,4773,GO:0031016,GO:0043491,96.46428571428572
2525,4772,4772,GO:0031016,GO:0019222,96.46428571428572
2526,4907,4907,GO:0007267,GO:0043491,96.46428571428572
2527,4906,4906,GO:0007267,GO:0019222,96.46428571428572
2528,11158,11158,GO:0043491,GO:0007267,96.46428571428572
2529,11157,11157,GO:0043491,GO:0031016,96.46428571428572
2531,5348,5348,GO:0071470,GO:0034079,96.46290143964563
2530,16387,16387,GO:0034079,GO:0071470,96.46290143964563
2532,15398,15398,GO:0006749,GO:0034079,96.40476190476193
2533,16462,16462,GO:0034079,GO:0006749,96.40476190476193
2534,2913,2913,GO:0030217,GO:0042987,96.25
2535,2914,2914,GO:0030217,GO:0034205,96.25
2536,13421,13421,GO:0034205,GO:0030217,96.25
2537,13287,13287,GO:0042987,GO:0030217,96.25
2539,11447,11447,GO:0040014,GO:0051726,96.2
2538,7723,7723,GO:0051726,GO:0040014,96.2
2540,16388,16388,GO:0034079,GO:0006970,96.08304761904762
2541,16386,16386,GO:0034079,GO:0061621,96.08304761904762
2542,5080,5080,GO:0006973,GO:0034079,96.08304761904762
2543,5214,5214,GO:0061621,GO:0034079,96.08304761904762
2544,5482,5482,GO:0006970,GO:0034079,96.08304761904762
2545,16385,16385,GO:0034079,GO:0006973,96.08304761904762
2549,3908,3908,GO:0050829,GO:0045222,96.04326923076924
2548,3774,3774,GO:0002456,GO:0045222,96.04326923076924
2547,2976,2976,GO:0045222,GO:0002456,96.04326923076924
2546,2977,2977,GO:0045222,GO:0050829,96.04326923076924
2550,17209,17209,GO:0008588,GO:0051726,96.0
2551,7765,7765,GO:0051726,GO:0008653,96.0
2552,7766,7766,GO:0051726,GO:0008588,96.0
2553,17075,17075,GO:0008653,GO:0051726,96.0
2554,16454,16454,GO:0034079,GO:0032313,95.92380952380951
2555,14326,14326,GO:0032313,GO:0034079,95.92380952380951
2556,11174,11174,GO:0043491,GO:0042698,95.89502164502164
2557,11040,11040,GO:0019222,GO:0042698,95.89502164502164
2558,7050,7050,GO:0042698,GO:0019222,95.89502164502164
2559,7051,7051,GO:0042698,GO:0043491,95.89502164502164
2560,12865,12865,GO:0006955,GO:0051098,95.72727272727272
2561,12731,12731,GO:0030383,GO:0051098,95.72727272727272
2562,229,229,GO:0051098,GO:0030383,95.72727272727272
2563,230,230,GO:0051098,GO:0006955,95.72727272727272
2565,7762,7762,GO:0051726,GO:0072574,95.72463768115941
2564,16673,16673,GO:0072574,GO:0051726,95.72463768115941
2566,423,423,GO:0060333,GO:0030217,95.72024367385193
2567,2817,2817,GO:0030217,GO:0060333,95.72024367385193
2568,5763,5763,GO:0005249,GO:0051098,95.66666666666666
2569,5495,5495,GO:0019227,GO:0051098,95.66666666666666
2570,175,175,GO:0051098,GO:0019227,95.66666666666666
2571,176,176,GO:0051098,GO:0005248,95.66666666666666
2572,177,177,GO:0051098,GO:0005249,95.66666666666666
2573,5629,5629,GO:0005248,GO:0051098,95.66666666666666
2574,2870,2870,GO:0030217,GO:0007173,95.62727272727273
2575,7525,7525,GO:0007173,GO:0030217,95.62727272727273
2576,6433,6433,GO:0070482,GO:0051098,95.6
2577,6299,6299,GO:0001666,GO:0051098,95.6
2578,181,181,GO:0051098,GO:0001666,95.6
2579,182,182,GO:0051098,GO:0070482,95.6
2581,14460,14460,GO:0046685,GO:0034079,95.41071428571428
2580,16455,16455,GO:0034079,GO:0046685,95.41071428571428
2582,16807,16807,GO:0035559,GO:0051726,95.32142857142857
2584,16941,16941,GO:0038029,GO:0051726,95.32142857142857
2585,7763,7763,GO:0051726,GO:0035559,95.32142857142857
2583,7764,7764,GO:0051726,GO:0038029,95.32142857142857
2586,6721,6721,GO:0006091,GO:0030217,95.06643356643356
2587,2864,2864,GO:0030217,GO:0006091,95.06643356643356
2592,15527,15527,GO:0030157,GO:0036363,95.0
2595,15793,15793,GO:0036363,GO:0030157,95.0
2594,15927,15927,GO:0070053,GO:0030157,95.0
2593,15528,15528,GO:0030157,GO:0070053,95.0
2591,15491,15491,GO:0030157,GO:0050790,95.0
2590,13649,13649,GO:1901554,GO:0030157,95.0
2589,15511,15511,GO:0030157,GO:1901554,95.0
2588,10969,10969,GO:0050790,GO:0030157,95.0
2596,264,264,GO:0051098,GO:0036333,94.83333333333334
2597,17421,17421,GO:0036333,GO:0051098,94.83333333333334
2601,12751,12751,GO:0030383,GO:0030217,94.77272727272728
2603,14225,14225,GO:0032313,GO:0030217,94.77272727272728
2602,2910,2910,GO:0030217,GO:0006955,94.77272727272728
2598,2920,2920,GO:0030217,GO:0032313,94.77272727272728
2600,2909,2909,GO:0030217,GO:0030383,94.77272727272728
2599,12885,12885,GO:0006955,GO:0030217,94.77272727272728
2604,15297,15297,GO:0006749,GO:0030217,94.72727272727272
2605,2928,2928,GO:0030217,GO:0006749,94.72727272727272
2606,12986,12986,GO:0006955,GO:0034079,94.58008658008656
2607,16444,16444,GO:0034079,GO:0006955,94.58008658008656
2608,12852,12852,GO:0030383,GO:0034079,94.58008658008656
2609,16443,16443,GO:0034079,GO:0030383,94.58008658008656
2610,2853,2853,GO:0030217,GO:0071470,94.34687405617642
2611,5247,5247,GO:0071470,GO:0030217,94.34687405617642
2612,1495,1495,GO:0006935,GO:0030217,94.2121212121212
2613,2825,2825,GO:0030217,GO:0006935,94.2121212121212
2617,13388,13388,GO:0042987,GO:0034079,94.08333333333331
2616,16448,16448,GO:0034079,GO:0034205,94.08333333333331
2615,13522,13522,GO:0034205,GO:0034079,94.08333333333331
2614,16447,16447,GO:0034079,GO:0042987,94.08333333333331
2618,7561,7561,GO:0007173,GO:0051726,94.08
2619,7694,7694,GO:0051726,GO:0007173,94.08
2620,5978,5978,GO:0006098,GO:0019222,94.075974025974
2621,5979,5979,GO:0006098,GO:0043491,94.075974025974
2622,11166,11166,GO:0043491,GO:0006098,94.075974025974
2623,11032,11032,GO:0019222,GO:0006098,94.075974025974
2628,11192,11192,GO:0043491,GO:0007050,94.0
2631,11058,11058,GO:0019222,GO:0007050,94.0
2630,11059,11059,GO:0019222,GO:0006281,94.0
2629,11193,11193,GO:0043491,GO:0006281,94.0
2625,9597,9597,GO:0006281,GO:0043491,94.0
2627,9462,9462,GO:0007050,GO:0019222,94.0
2626,9596,9596,GO:0006281,GO:0019222,94.0
2624,9463,9463,GO:0007050,GO:0043491,94.0
2635,2854,2854,GO:0030217,GO:0006970,93.91527272727274
2637,5113,5113,GO:0061621,GO:0030217,93.91527272727274
2636,4979,4979,GO:0006973,GO:0030217,93.91527272727274
2633,2851,2851,GO:0030217,GO:0006973,93.91527272727274
2634,5381,5381,GO:0006970,GO:0030217,93.91527272727274
2632,2852,2852,GO:0030217,GO:0061621,93.91527272727274
2638,16398,16398,GO:0034079,GO:0006091,93.90476190476193
2639,6822,6822,GO:0006091,GO:0034079,93.90476190476193
2640,5750,5750,GO:0005248,GO:0034079,93.61904761904762
2641,5884,5884,GO:0005249,GO:0034079,93.61904761904762
2642,16389,16389,GO:0034079,GO:0019227,93.61904761904762
2643,5616,5616,GO:0019227,GO:0034079,93.61904761904762
2644,16391,16391,GO:0034079,GO:0005249,93.61904761904762
2645,16390,16390,GO:0034079,GO:0005248,93.61904761904762
2646,7696,7696,GO:0051726,GO:0009649,93.6
2647,7829,7829,GO:0009649,GO:0051726,93.6
2657,10909,10909,GO:0050790,GO:0007265,93.5
2656,15333,15333,GO:0006749,GO:0051726,93.5
2649,13589,13589,GO:1901554,GO:0007265,93.5
2654,7451,7451,GO:0007265,GO:0050790,93.5
2655,7471,7471,GO:0007265,GO:1901554,93.5
2648,15867,15867,GO:0070053,GO:0007265,93.5
2653,7752,7752,GO:0051726,GO:0006749,93.5
2650,7488,7488,GO:0007265,GO:0070053,93.5
2652,15733,15733,GO:0036363,GO:0007265,93.5
2651,7487,7487,GO:0007265,GO:0036363,93.5
2659,7660,7660,GO:0051726,GO:0045222,93.4375
2658,3005,3005,GO:0045222,GO:0051726,93.4375
2660,11313,11313,GO:0000161,GO:0051726,93.3
2661,7722,7722,GO:0051726,GO:0000161,93.3
2662,2872,2872,GO:0030217,GO:0009649,93.08181818181819
2663,7793,7793,GO:0009649,GO:0030217,93.08181818181819
2664,7711,7711,GO:0051726,GO:0000302,93.0
2665,9839,9839,GO:0000302,GO:0051726,93.0
2666,1475,1475,GO:0006935,GO:0051098,92.83333333333331
2667,145,145,GO:0051098,GO:0006935,92.83333333333331
2668,7677,7677,GO:0051726,GO:0071470,92.53820598006644
2669,5283,5283,GO:0071470,GO:0051726,92.53820598006644
2671,16370,16370,GO:0034079,GO:0045222,92.47321428571428
2670,3070,3070,GO:0045222,GO:0034079,92.47321428571428
2673,6757,6757,GO:0006091,GO:0051726,92.46153846153848
2672,7688,7688,GO:0051726,GO:0006091,92.46153846153848
2674,16478,16478,GO:0034079,GO:0036333,92.23809523809523
2675,17542,17542,GO:0036333,GO:0034079,92.23809523809523
2676,3063,3063,GO:0045222,GO:0030157,92.1875
2677,15432,15432,GO:0030157,GO:0045222,92.1875
2678,7675,7675,GO:0051726,GO:0006973,92.184
2679,7678,7678,GO:0051726,GO:0006970,92.184
2680,7676,7676,GO:0051726,GO:0061621,92.184
2681,5015,5015,GO:0006973,GO:0051726,92.184
2682,5149,5149,GO:0061621,GO:0051726,92.184
2683,5417,5417,GO:0006970,GO:0051726,92.184
2686,939,939,GO:0000096,GO:0051098,92.11428571428571
2687,1073,1073,GO:0006595,GO:0051098,92.11428571428571
2685,141,141,GO:0051098,GO:0000096,92.11428571428571
2684,142,142,GO:0051098,GO:0006595,92.11428571428571
2689,16483,16483,GO:0002376,GO:0051098,92.0
2688,257,257,GO:0051098,GO:0002376,92.0
2691,6420,6420,GO:0001666,GO:0034079,91.41904761904759
2692,16395,16395,GO:0034079,GO:0001666,91.41904761904759
2693,6554,6554,GO:0070482,GO:0034079,91.41904761904759
2690,16396,16396,GO:0034079,GO:0070482,91.41904761904759
