,Unnamed: 0,First component,Second component,distance
11246,11246,GO:0043491,GO:0072574,119.93115942028986
16699,16699,GO:0072574,GO:0043491,119.93115942028986
199,199,GO:0051098,GO:2000479,119.86666666666667
8711,8711,GO:2000479,GO:0051098,119.86666666666667
13153,13153,GO:0010628,GO:0030217,119.77272727272724
13019,13019,GO:0016563,GO:0030217,119.77272727272724
2911,2911,GO:0030217,GO:0016563,119.77272727272724
2912,2912,GO:0030217,GO:0010628,119.77272727272724
9865,9865,GO:0000302,GO:0043491,119.75000000000004
9864,9864,GO:0000302,GO:0019222,119.75000000000004
11195,11195,GO:0043491,GO:0000302,119.75000000000004
11061,11061,GO:0019222,GO:0000302,119.75000000000004
12329,12329,GO:0046656,GO:0051098,119.5
247,247,GO:0051098,GO:0045087,119.5
226,226,GO:0051098,GO:0046656,119.5
15143,15143,GO:0045087,GO:0051098,119.5
11236,11236,GO:0043491,GO:0006749,119.39285714285714
15358,15358,GO:0006749,GO:0019222,119.39285714285714
11102,11102,GO:0019222,GO:0006749,119.39285714285714
15359,15359,GO:0006749,GO:0043491,119.39285714285714
16363,16363,GO:0034079,GO:0031575,119.28571428571428
16348,16348,GO:0034079,GO:0022402,119.28571428571428
122,122,GO:0022402,GO:0034079,119.28571428571428
2132,2132,GO:0031575,GO:0034079,119.28571428571428
13937,13937,GO:0010506,GO:0051098,119.11111111111113
238,238,GO:0051098,GO:0010506,119.11111111111113
4410,4410,GO:0008292,GO:0034079,118.78571428571428
16380,16380,GO:0034079,GO:0008292,118.78571428571428
16102,16102,GO:0051321,GO:0045222,118.77083333333331
15968,15968,GO:0040020,GO:0045222,118.77083333333331
3068,3068,GO:0045222,GO:0051321,118.77083333333331
3067,3067,GO:0045222,GO:0040020,118.77083333333331
9536,9536,GO:0006281,GO:0045222,118.6875
9402,9402,GO:0007050,GO:0045222,118.6875
3018,3018,GO:0045222,GO:0007050,118.6875
3019,3019,GO:0045222,GO:0006281,118.6875
484,484,GO:0060333,GO:0019222,118.65648011782034
11125,11125,GO:0043491,GO:0060333,118.65648011782034
10991,10991,GO:0019222,GO:0060333,118.65648011782034
485,485,GO:0060333,GO:0043491,118.65648011782034
14286,14286,GO:0032313,GO:0019222,117.83571428571429
11094,11094,GO:0019222,GO:0032313,117.83571428571429
14287,14287,GO:0032313,GO:0043491,117.83571428571429
11228,11228,GO:0043491,GO:0032313,117.83571428571429
692,692,GO:0019395,GO:0045222,117.83173076923076
2952,2952,GO:0045222,GO:0005739,117.83173076923076
2953,2953,GO:0045222,GO:0019395,117.83173076923076
558,558,GO:0005739,GO:0045222,117.83173076923076
8966,8966,GO:1902903,GO:0034079,117.78571428571428
16414,16414,GO:0034079,GO:1902903,117.78571428571428
12277,12277,GO:0005513,GO:0043491,117.723544973545
11210,11210,GO:0043491,GO:0004683,117.723544973545
11211,11211,GO:0043491,GO:0004722,117.723544973545
11874,11874,GO:0004683,GO:0019222,117.723544973545
11212,11212,GO:0043491,GO:0031915,117.723544973545
11875,11875,GO:0004683,GO:0043491,117.723544973545
11077,11077,GO:0019222,GO:0004722,117.723544973545
11078,11078,GO:0019222,GO:0031915,117.723544973545
11079,11079,GO:0019222,GO:0005513,117.723544973545
11209,11209,GO:0043491,GO:0005516,117.723544973545
11213,11213,GO:0043491,GO:0005513,117.723544973545
12276,12276,GO:0005513,GO:0019222,117.723544973545
11740,11740,GO:0005516,GO:0019222,117.723544973545
11075,11075,GO:0019222,GO:0005516,117.723544973545
11741,11741,GO:0005516,GO:0043491,117.723544973545
11076,11076,GO:0019222,GO:0004683,117.723544973545
12143,12143,GO:0031915,GO:0043491,117.723544973545
12008,12008,GO:0004722,GO:0019222,117.723544973545
12009,12009,GO:0004722,GO:0043491,117.723544973545
12142,12142,GO:0031915,GO:0019222,117.723544973545
5309,5309,GO:0071470,GO:0043491,117.64036544850498
5308,5308,GO:0071470,GO:0019222,117.64036544850498
11027,11027,GO:0019222,GO:0071470,117.64036544850498
11161,11161,GO:0043491,GO:0071470,117.64036544850498
2997,2997,GO:0045222,GO:0007623,117.3125
6588,6588,GO:0007623,GO:0045222,117.3125
16446,16446,GO:0034079,GO:0010628,117.28571428571428
13254,13254,GO:0010628,GO:0034079,117.28571428571428
13120,13120,GO:0016563,GO:0034079,117.28571428571428
16445,16445,GO:0034079,GO:0016563,117.28571428571428
11026,11026,GO:0019222,GO:0061621,117.16714285714286
5443,5443,GO:0006970,GO:0043491,117.16714285714286
5174,5174,GO:0061621,GO:0019222,117.16714285714286
5175,5175,GO:0061621,GO:0043491,117.16714285714286
5442,5442,GO:0006970,GO:0019222,117.16714285714286
11025,11025,GO:0019222,GO:0006973,117.16714285714286
5041,5041,GO:0006973,GO:0043491,117.16714285714286
11162,11162,GO:0043491,GO:0006970,117.16714285714286
11160,11160,GO:0043491,GO:0061621,117.16714285714286
5040,5040,GO:0006973,GO:0019222,117.16714285714286
11159,11159,GO:0043491,GO:0006973,117.16714285714286
11028,11028,GO:0019222,GO:0006970,117.16714285714286
165,165,GO:0051098,GO:0033355,117.0
9917,9917,GO:0019722,GO:0051098,117.0
164,164,GO:0051098,GO:0009628,117.0
4021,4021,GO:0009628,GO:0051098,117.0
208,208,GO:0051098,GO:0019722,117.0
4155,4155,GO:0033355,GO:0051098,117.0
12718,12718,GO:0004971,GO:0034079,116.94047619047619
16442,16442,GO:0034079,GO:0004971,116.94047619047619
14421,14421,GO:0046685,GO:0043491,116.875
14420,14420,GO:0046685,GO:0019222,116.875
11229,11229,GO:0043491,GO:0046685,116.875
11095,11095,GO:0019222,GO:0046685,116.875
2031,2031,GO:0031575,GO:0030217,116.77272727272724
2814,2814,GO:0030217,GO:0022402,116.77272727272724
21,21,GO:0022402,GO:0030217,116.77272727272724
2829,2829,GO:0030217,GO:0031575,116.77272727272724
11525,11525,GO:1901576,GO:0051098,116.52356020942408
220,220,GO:0051098,GO:1901576,116.52356020942408
3000,3000,GO:0045222,GO:0042698,116.33648989898991
6990,6990,GO:0042698,GO:0045222,116.33648989898991
4309,4309,GO:0008292,GO:0030217,116.27272727272724
2846,2846,GO:0030217,GO:0008292,116.27272727272724
6782,6782,GO:0006091,GO:0019222,116.22252747252749
6783,6783,GO:0006091,GO:0043491,116.22252747252749
11038,11038,GO:0019222,GO:0006091,116.22252747252749
11172,11172,GO:0043491,GO:0006091,116.22252747252749
1877,1877,GO:0008203,GO:0051098,116.2173913043478
147,147,GO:0051098,GO:0007571,116.2173913043478
1743,1743,GO:0007571,GO:0051098,116.2173913043478
148,148,GO:0051098,GO:0008203,116.2173913043478
16412,16412,GO:0034079,GO:0032869,116.18743667679836
8698,8698,GO:0032869,GO:0034079,116.18743667679836
1328,1328,GO:0031639,GO:0034079,116.14285714285714
16357,16357,GO:0034079,GO:0031639,116.14285714285714
3069,3069,GO:0045222,GO:0030968,116.10416666666669
16236,16236,GO:0030968,GO:0045222,116.10416666666669
17823,17823,GO:0006690,GO:0051098,116.0
267,267,GO:0051098,GO:0006690,116.0
11031,11031,GO:0019222,GO:0005249,115.79761904761904
5710,5710,GO:0005248,GO:0019222,115.79761904761904
5576,5576,GO:0019227,GO:0019222,115.79761904761904
11165,11165,GO:0043491,GO:0005249,115.79761904761904
5845,5845,GO:0005249,GO:0043491,115.79761904761904
5844,5844,GO:0005249,GO:0019222,115.79761904761904
11030,11030,GO:0019222,GO:0005248,115.79761904761904
11164,11164,GO:0043491,GO:0005248,115.79761904761904
5577,5577,GO:0019227,GO:0043491,115.79761904761904
11029,11029,GO:0019222,GO:0019227,115.79761904761904
11163,11163,GO:0043491,GO:0019227,115.79761904761904
5711,5711,GO:0005248,GO:0043491,115.79761904761904
16441,16441,GO:0034079,GO:0000114,115.76190476190477
12584,12584,GO:0000114,GO:0034079,115.76190476190477
16413,16413,GO:0034079,GO:2000479,115.62857142857143
8832,8832,GO:2000479,GO:0034079,115.62857142857143
206,206,GO:0051098,GO:2000772,115.52777777777777
9649,9649,GO:2000772,GO:0051098,115.52777777777777
12617,12617,GO:0004971,GO:0030217,115.47727272727272
2908,2908,GO:0030217,GO:0004971,115.47727272727272
154,154,GO:0051098,GO:0008152,115.36221837088388
2681,2681,GO:0008152,GO:0051098,115.36221837088388
2992,2992,GO:0045222,GO:0006098,115.32840909090908
5918,5918,GO:0006098,GO:0045222,115.32840909090908
136,136,GO:0051098,GO:0010468,115.30769230769229
269,269,GO:0010468,GO:0051098,115.30769230769229
8865,8865,GO:1902903,GO:0030217,115.27272727272724
2880,2880,GO:0030217,GO:1902903,115.27272727272724
13482,13482,GO:0034205,GO:0019222,115.07142857142858
11222,11222,GO:0043491,GO:0034205,115.07142857142858
11087,11087,GO:0019222,GO:0042987,115.07142857142858
13483,13483,GO:0034205,GO:0043491,115.07142857142858
11221,11221,GO:0043491,GO:0042987,115.07142857142858
13349,13349,GO:0042987,GO:0043491,115.07142857142858
11088,11088,GO:0019222,GO:0034205,115.07142857142858
13348,13348,GO:0042987,GO:0019222,115.07142857142858
8979,8979,GO:0009736,GO:0051098,115.05555555555556
203,203,GO:0051098,GO:0009873,115.05555555555556
9247,9247,GO:0009873,GO:0051098,115.05555555555556
201,201,GO:0051098,GO:0009736,115.05555555555556
9113,9113,GO:0009734,GO:0051098,115.05555555555556
202,202,GO:0051098,GO:0009734,115.05555555555556
7638,7638,GO:0051726,GO:0022402,115.0
57,57,GO:0022402,GO:0051726,115.0
2067,2067,GO:0031575,GO:0051726,115.0
7653,7653,GO:0051726,GO:0031575,115.0
14058,14058,GO:0010506,GO:0034079,114.57671957671957
16452,16452,GO:0034079,GO:0010506,114.57671957671957
11118,11118,GO:0019222,GO:0036333,114.51190476190477
17502,17502,GO:0036333,GO:0019222,114.51190476190477
17503,17503,GO:0036333,GO:0043491,114.51190476190477
11252,11252,GO:0043491,GO:0036333,114.51190476190477
4345,4345,GO:0008292,GO:0051726,114.5
7670,7670,GO:0051726,GO:0008292,114.5
12812,12812,GO:0030383,GO:0019222,114.49025974025972
12813,12813,GO:0030383,GO:0043491,114.49025974025972
11217,11217,GO:0043491,GO:0030383,114.49025974025972
12946,12946,GO:0006955,GO:0019222,114.49025974025972
11083,11083,GO:0019222,GO:0030383,114.49025974025972
11084,11084,GO:0019222,GO:0006955,114.49025974025972
11218,11218,GO:0043491,GO:0006955,114.49025974025972
12947,12947,GO:0006955,GO:0043491,114.49025974025972
2960,2960,GO:0045222,GO:0000165,114.06845238095238
1630,1630,GO:0000165,GO:0045222,114.06845238095238
3204,3204,GO:1900271,GO:0034079,113.95238095238096
16371,16371,GO:0034079,GO:1900271,113.95238095238096
16372,16372,GO:0034079,GO:1900452,113.95238095238096
3472,3472,GO:0048167,GO:0034079,113.95238095238096
16373,16373,GO:0034079,GO:0048167,113.95238095238096
3338,3338,GO:1900452,GO:0034079,113.95238095238096
12450,12450,GO:0046656,GO:0034079,113.92857142857142
15264,15264,GO:0045087,GO:0034079,113.92857142857142
16461,16461,GO:0034079,GO:0045087,113.92857142857142
16440,16440,GO:0034079,GO:0046656,113.92857142857142
2954,2954,GO:0045222,GO:0042752,113.90748680738787
826,826,GO:0042752,GO:0045222,113.90748680738787
3034,3034,GO:0045222,GO:1901576,113.84544066317629
11546,11546,GO:1901576,GO:0045222,113.84544066317629
1227,1227,GO:0031639,GO:0030217,113.77272727272724
2823,2823,GO:0030217,GO:0031639,113.77272727272724
8901,8901,GO:1902903,GO:0051726,113.5
7704,7704,GO:0051726,GO:1902903,113.5
2968,2968,GO:0045222,GO:0008152,113.3556109185442
2702,2702,GO:0008152,GO:0045222,113.3556109185442
8597,8597,GO:0032869,GO:0030217,113.24081237911024
2878,2878,GO:0030217,GO:0032869,113.24081237911024
15545,15545,GO:0007179,GO:0051098,113.1818181818182
250,250,GO:0051098,GO:0007179,113.1818181818182
537,537,GO:0005739,GO:0051098,113.0
671,671,GO:0019395,GO:0051098,113.0
138,138,GO:0051098,GO:0005739,113.0
7735,7735,GO:0051726,GO:0016563,113.0
7736,7736,GO:0051726,GO:0010628,113.0
139,139,GO:0051098,GO:0019395,113.0
13055,13055,GO:0016563,GO:0051726,113.0
13189,13189,GO:0010628,GO:0051726,113.0
2907,2907,GO:0030217,GO:0000114,112.77272727272724
12483,12483,GO:0000114,GO:0030217,112.77272727272724
195,195,GO:0051098,GO:0030193,112.66666666666669
8175,8175,GO:0030193,GO:0051098,112.66666666666669
8731,8731,GO:2000479,GO:0030217,112.63939393939393
2879,2879,GO:0030217,GO:2000479,112.63939393939393
11035,11035,GO:0019222,GO:0001666,112.47857142857143
11170,11170,GO:0043491,GO:0070482,112.47857142857143
11036,11036,GO:0019222,GO:0070482,112.47857142857143
11169,11169,GO:0043491,GO:0001666,112.47857142857143
6380,6380,GO:0001666,GO:0019222,112.47857142857143
6514,6514,GO:0070482,GO:0019222,112.47857142857143
6381,6381,GO:0001666,GO:0043491,112.47857142857143
6515,6515,GO:0070482,GO:0043491,112.47857142857143
2984,2984,GO:0045222,GO:0007267,112.3125
2983,2983,GO:0045222,GO:0031016,112.3125
4712,4712,GO:0031016,GO:0045222,112.3125
4846,4846,GO:0007267,GO:0045222,112.3125
15415,15415,GO:0030157,GO:0019395,112.23076923076924
785,785,GO:0019395,GO:0030157,112.23076923076924
651,651,GO:0005739,GO:0030157,112.23076923076924
15414,15414,GO:0030157,GO:0005739,112.23076923076924
4041,4041,GO:0009628,GO:0030217,112.22727272727272
2845,2845,GO:0030217,GO:0033355,112.22727272727272
2844,2844,GO:0030217,GO:0009628,112.22727272727272
4175,4175,GO:0033355,GO:0030217,112.22727272727272
593,593,GO:0005739,GO:0051726,112.0
7647,7647,GO:0051726,GO:0031639,112.0
7642,7642,GO:0051726,GO:0005739,112.0
7643,7643,GO:0051726,GO:0019395,112.0
1263,1263,GO:0031639,GO:0051726,112.0
727,727,GO:0019395,GO:0051726,112.0
10206,10206,GO:0046718,GO:0045222,111.8125
3023,3023,GO:0045222,GO:0009814,111.8125
10072,10072,GO:0009814,GO:0045222,111.8125
3025,3025,GO:0045222,GO:0019058,111.8125
3024,3024,GO:0045222,GO:0046718,111.8125
10340,10340,GO:0019058,GO:0045222,111.8125
9770,9770,GO:2000772,GO:0034079,111.78968253968252
16420,16420,GO:0034079,GO:2000772,111.78968253968252
12349,12349,GO:0046656,GO:0030217,111.72727272727272
2906,2906,GO:0030217,GO:0046656,111.72727272727272
15163,15163,GO:0045087,GO:0030217,111.72727272727272
2927,2927,GO:0030217,GO:0045087,111.72727272727272
2839,2839,GO:0030217,GO:0048167,111.6818181818182
2838,2838,GO:0030217,GO:1900452,111.6818181818182
2837,2837,GO:0030217,GO:1900271,111.6818181818182
3237,3237,GO:1900452,GO:0030217,111.6818181818182
3103,3103,GO:1900271,GO:0030217,111.6818181818182
3371,3371,GO:0048167,GO:0030217,111.6818181818182
2918,2918,GO:0030217,GO:0010506,111.58754208754208
13957,13957,GO:0010506,GO:0030217,111.58754208754208
239,239,GO:0051098,GO:0044419,111.57142857142857
14071,14071,GO:0044419,GO:0051098,111.57142857142857
11545,11545,GO:1901576,GO:0030217,111.5184039346343
2900,2900,GO:0030217,GO:1901576,111.5184039346343
7702,7702,GO:0051726,GO:0032869,111.46808510638296
8633,8633,GO:0032869,GO:0051726,111.46808510638296
10038,10038,GO:0019722,GO:0034079,111.42857142857142
16379,16379,GO:0034079,GO:0033355,111.42857142857142
16422,16422,GO:0034079,GO:0019722,111.42857142857142
16378,16378,GO:0034079,GO:0009628,111.42857142857142
4142,4142,GO:0009628,GO:0034079,111.42857142857142
4276,4276,GO:0033355,GO:0034079,111.42857142857142
6856,6856,GO:0060086,GO:0045222,111.4125
2999,2999,GO:0045222,GO:0060086,111.4125
2568,2568,GO:0006096,GO:0045222,111.33035714285715
2967,2967,GO:0045222,GO:0006096,111.33035714285715
7732,7732,GO:0051726,GO:0004971,111.25
12653,12653,GO:0004971,GO:0051726,111.25
11021,11021,GO:0019222,GO:0000278,111.22142857142856
4505,4505,GO:0000278,GO:0043491,111.22142857142856
4504,4504,GO:0000278,GO:0019222,111.22142857142856
11155,11155,GO:0043491,GO:0000278,111.22142857142856
12519,12519,GO:0000114,GO:0051726,111.0
3139,3139,GO:1900271,GO:0051726,111.0
7661,7661,GO:0051726,GO:1900271,111.0
160,160,GO:0051098,GO:0070102,111.0
3407,3407,GO:0048167,GO:0051726,111.0
7662,7662,GO:0051726,GO:1900452,111.0
7663,7663,GO:0051726,GO:0048167,111.0
7731,7731,GO:0051726,GO:0000114,111.0
3619,3619,GO:0019221,GO:0051098,111.0
3485,3485,GO:0070102,GO:0051098,111.0
3273,3273,GO:1900452,GO:0051726,111.0
161,161,GO:0051098,GO:0019221,111.0
1998,1998,GO:0008203,GO:0034079,110.935817805383
1864,1864,GO:0007571,GO:0034079,110.935817805383
16361,16361,GO:0034079,GO:0007571,110.935817805383
16362,16362,GO:0034079,GO:0008203,110.935817805383
16481,16481,GO:0034079,GO:0006690,110.90476190476191
17944,17944,GO:0006690,GO:0034079,110.90476190476191
8767,8767,GO:2000479,GO:0051726,110.86666666666667
7703,7703,GO:0051726,GO:2000479,110.86666666666667
7730,7730,GO:0051726,GO:0046656,110.5
12385,12385,GO:0046656,GO:0051726,110.5
15199,15199,GO:0045087,GO:0051726,110.5
7751,7751,GO:0051726,GO:0045087,110.5
17555,17555,GO:1900407,GO:0051098,110.45355191256832
265,265,GO:0051098,GO:1900407,110.45355191256832
266,266,GO:0051098,GO:0008286,110.45355191256832
17689,17689,GO:0008286,GO:0051098,110.45355191256832
2834,2834,GO:0030217,GO:0008152,110.43366945013392
2701,2701,GO:0008152,GO:0030217,110.43366945013392
13993,13993,GO:0010506,GO:0051726,110.11111111111113
7742,7742,GO:0051726,GO:0010506,110.11111111111113
1557,1557,GO:0006935,GO:0043491,109.98809523809523
1556,1556,GO:0006935,GO:0019222,109.98809523809523
11133,11133,GO:0043491,GO:0006935,109.98809523809523
10999,10999,GO:0019222,GO:0006935,109.98809523809523
16350,16350,GO:0034079,GO:0010468,109.58241758241758
390,390,GO:0010468,GO:0034079,109.58241758241758
1897,1897,GO:0008203,GO:0030217,109.40118577075096
2827,2827,GO:0030217,GO:0007571,109.40118577075096
2828,2828,GO:0030217,GO:0008203,109.40118577075096
1763,1763,GO:0007571,GO:0030217,109.40118577075096
2888,2888,GO:0030217,GO:0019722,109.22727272727272
9937,9937,GO:0019722,GO:0030217,109.22727272727272
188,188,GO:0051098,GO:0072378,109.2
7237,7237,GO:0072378,GO:0051098,109.2
9368,9368,GO:0009873,GO:0034079,109.03968253968254
9100,9100,GO:0009736,GO:0034079,109.03968253968254
9234,9234,GO:0009734,GO:0034079,109.03968253968254
16416,16416,GO:0034079,GO:0009734,109.03968253968254
16415,16415,GO:0034079,GO:0009736,109.03968253968254
16417,16417,GO:0034079,GO:0009873,109.03968253968254
17287,17287,GO:0019372,GO:0051098,109.0
8443,8443,GO:0016567,GO:0051098,109.0
263,263,GO:0051098,GO:0019372,109.0
8309,8309,GO:0030163,GO:0051098,109.0
196,196,GO:0051098,GO:0030163,109.0
197,197,GO:0051098,GO:0016567,109.0
2279,2279,GO:0007259,GO:0051098,108.8436018957346
2145,2145,GO:0004915,GO:0051098,108.8436018957346
150,150,GO:0051098,GO:0004915,108.8436018957346
151,151,GO:0051098,GO:0007259,108.8436018957346
1341,1341,GO:0007596,GO:0051098,108.79999999999998
144,144,GO:0051098,GO:0007596,108.79999999999998
2886,2886,GO:0030217,GO:2000772,108.74494949494951
9669,9669,GO:2000772,GO:0030217,108.74494949494951
17843,17843,GO:0006690,GO:0030217,108.22727272727272
2947,2947,GO:0030217,GO:0006690,108.22727272727272
10996,10996,GO:0019222,GO:0006595,108.12142857142858
1155,1155,GO:0006595,GO:0043491,108.12142857142858
1020,1020,GO:0000096,GO:0019222,108.12142857142858
11129,11129,GO:0043491,GO:0000096,108.12142857142858
1021,1021,GO:0000096,GO:0043491,108.12142857142858
11130,11130,GO:0043491,GO:0006595,108.12142857142858
1154,1154,GO:0006595,GO:0019222,108.12142857142858
10995,10995,GO:0019222,GO:0000096,108.12142857142858
4077,4077,GO:0009628,GO:0051726,108.0
7669,7669,GO:0051726,GO:0033355,108.0
4211,4211,GO:0033355,GO:0051726,108.0
7668,7668,GO:0051726,GO:0009628,108.0
7712,7712,GO:0051726,GO:0019722,108.0
9973,9973,GO:0019722,GO:0051726,108.0
16464,16464,GO:0034079,GO:0007179,107.92207792207792
15666,15666,GO:0007179,GO:0034079,107.92207792207792
11245,11245,GO:0043491,GO:0002376,107.89285714285714
11111,11111,GO:0019222,GO:0002376,107.89285714285714
16564,16564,GO:0002376,GO:0019222,107.89285714285714
16565,16565,GO:0002376,GO:0043491,107.89285714285714
11171,11171,GO:0043491,GO:0007623,107.88909774436091
6648,6648,GO:0007623,GO:0019222,107.88909774436091
6649,6649,GO:0007623,GO:0043491,107.88909774436091
11037,11037,GO:0019222,GO:0007623,107.88909774436091
8296,8296,GO:0030193,GO:0034079,107.76190476190477
16409,16409,GO:0034079,GO:0030193,107.76190476190477
193,193,GO:0051098,GO:0070841,107.6875
7907,7907,GO:0070841,GO:0051098,107.6875
7651,7651,GO:0051726,GO:0007571,107.2173913043478
1933,1933,GO:0008203,GO:0051726,107.2173913043478
7652,7652,GO:0051726,GO:0008203,107.2173913043478
1799,1799,GO:0007571,GO:0051726,107.2173913043478
2883,2883,GO:0030217,GO:0009873,107.07070707070707
9267,9267,GO:0009873,GO:0030217,107.07070707070707
2882,2882,GO:0030217,GO:0009734,107.07070707070707
2881,2881,GO:0030217,GO:0009736,107.07070707070707
8999,8999,GO:0009736,GO:0030217,107.07070707070707
9133,9133,GO:0009734,GO:0030217,107.07070707070707
214,214,GO:0051098,GO:0001867,107.0
10453,10453,GO:0006956,GO:0051098,107.0
213,213,GO:0051098,GO:0006958,107.0
212,212,GO:0051098,GO:0006956,107.0
10587,10587,GO:0006958,GO:0051098,107.0
10721,10721,GO:0001867,GO:0051098,107.0
7771,7771,GO:0051726,GO:0006690,107.0
17879,17879,GO:0006690,GO:0051726,107.0
16479,16479,GO:0034079,GO:1900407,106.85792349726776
16480,16480,GO:0034079,GO:0008286,106.85792349726776
17676,17676,GO:1900407,GO:0034079,106.85792349726776
17810,17810,GO:0008286,GO:0034079,106.85792349726776
16375,16375,GO:0034079,GO:0019221,106.63203463203465
16374,16374,GO:0034079,GO:0070102,106.63203463203465
3740,3740,GO:0019221,GO:0034079,106.63203463203465
3606,3606,GO:0070102,GO:0034079,106.63203463203465
2816,2816,GO:0030217,GO:0010468,106.53496503496504
289,289,GO:0010468,GO:0030217,106.53496503496504
9705,9705,GO:2000772,GO:0051726,106.52777777777777
7710,7710,GO:0051726,GO:2000772,106.52777777777777
14192,14192,GO:0044419,GO:0034079,106.4761904761905
16453,16453,GO:0034079,GO:0044419,106.4761904761905
7640,7640,GO:0051726,GO:0010468,106.30769230769232
325,325,GO:0010468,GO:0051726,106.30769230769232
8062,8062,GO:0034696,GO:0045222,106.25892857142857
3008,3008,GO:0045222,GO:0034696,106.25892857142857
9169,9169,GO:0009734,GO:0051726,106.05555555555556
9035,9035,GO:0009736,GO:0051726,106.05555555555556
7705,7705,GO:0051726,GO:0009736,106.05555555555556
9303,9303,GO:0009873,GO:0051726,106.05555555555556
7706,7706,GO:0051726,GO:0009734,106.05555555555556
7707,7707,GO:0051726,GO:0009873,106.05555555555556
16459,16459,GO:0034079,GO:0043161,106.04761904761904
14728,14728,GO:0016236,GO:0034079,106.04761904761904
16460,16460,GO:0034079,GO:0042417,106.04761904761904
15130,15130,GO:0042417,GO:0034079,106.04761904761904
16457,16457,GO:0034079,GO:0016236,106.04761904761904
16458,16458,GO:0034079,GO:0061684,106.04761904761904
14996,14996,GO:0043161,GO:0034079,106.04761904761904
14862,14862,GO:0061684,GO:0034079,106.04761904761904
16411,16411,GO:0034079,GO:0016567,105.96190476190478
8430,8430,GO:0030163,GO:0034079,105.96190476190478
8564,8564,GO:0016567,GO:0034079,105.96190476190478
16410,16410,GO:0034079,GO:0030163,105.96190476190478
16407,16407,GO:0034079,GO:0070841,105.6220238095238
8028,8028,GO:0070841,GO:0034079,105.6220238095238
8195,8195,GO:0030193,GO:0030217,105.56060606060606
2875,2875,GO:0030217,GO:0030193,105.56060606060606
2930,2930,GO:0030217,GO:0007179,105.22727272727272
15565,15565,GO:0007179,GO:0030217,105.22727272727272
16365,16365,GO:0034079,GO:0007259,105.2085308056872
16364,16364,GO:0034079,GO:0004915,105.2085308056872
2266,2266,GO:0004915,GO:0034079,105.2085308056872
2400,2400,GO:0007259,GO:0034079,105.2085308056872
11391,11391,GO:0040014,GO:0051098,105.2
219,219,GO:0051098,GO:0040014,105.2
14875,14875,GO:0043161,GO:0051098,105.14285714285714
243,243,GO:0051098,GO:0016236,105.14285714285714
14607,14607,GO:0016236,GO:0051098,105.14285714285714
14741,14741,GO:0061684,GO:0051098,105.14285714285714
244,244,GO:0051098,GO:0061684,105.14285714285714
245,245,GO:0051098,GO:0043161,105.14285714285714
15009,15009,GO:0042417,GO:0051098,105.14285714285714
246,246,GO:0051098,GO:0042417,105.14285714285714
261,261,GO:0051098,GO:0008653,105.0
262,262,GO:0051098,GO:0008588,105.0
17019,17019,GO:0008653,GO:0051098,105.0
17153,17153,GO:0008588,GO:0051098,105.0
2945,2945,GO:0030217,GO:1900407,104.60879284649776
17575,17575,GO:1900407,GO:0030217,104.60879284649776
2946,2946,GO:0030217,GO:0008286,104.60879284649776
17709,17709,GO:0008286,GO:0030217,104.60879284649776
7358,7358,GO:0072378,GO:0034079,104.6
16402,16402,GO:0034079,GO:0072378,104.6
259,259,GO:0051098,GO:0035559,104.32142857142857
260,260,GO:0051098,GO:0038029,104.32142857142857
16751,16751,GO:0035559,GO:0051098,104.32142857142857
16885,16885,GO:0038029,GO:0051098,104.32142857142857
7754,7754,GO:0051726,GO:0007179,104.1818181818182
15601,15601,GO:0007179,GO:0051726,104.1818181818182
17408,17408,GO:0019372,GO:0034079,103.90476190476191
16477,16477,GO:0034079,GO:0019372,103.90476190476191
16358,16358,GO:0034079,GO:0007596,103.81904761904762
1462,1462,GO:0007596,GO:0034079,103.81904761904762
16617,16617,GO:0072574,GO:0051098,103.79710144927536
258,258,GO:0051098,GO:0072574,103.79710144927536
234,234,GO:0051098,GO:0034205,103.75
233,233,GO:0051098,GO:0042987,103.75
13267,13267,GO:0042987,GO:0051098,103.75
13401,13401,GO:0034205,GO:0051098,103.75
7699,7699,GO:0051726,GO:0030193,103.66666666666669
8231,8231,GO:0030193,GO:0051726,103.66666666666669
2919,2919,GO:0030217,GO:0044419,103.65584415584415
14091,14091,GO:0044419,GO:0030217,103.65584415584415
4557,4557,GO:0051414,GO:0051098,103.33333333333334
168,168,GO:0051098,GO:0051414,103.33333333333334
658,658,GO:0005739,GO:0034079,103.28937728937728
16353,16353,GO:0034079,GO:0019395,103.28937728937728
792,792,GO:0019395,GO:0034079,103.28937728937728
16352,16352,GO:0034079,GO:0005739,103.28937728937728
3505,3505,GO:0070102,GO:0030217,103.22727272727272
3639,3639,GO:0019221,GO:0030217,103.22727272727272
2841,2841,GO:0030217,GO:0019221,103.22727272727272
2840,2840,GO:0030217,GO:0070102,103.22727272727272
2830,2830,GO:0030217,GO:0004915,102.78220594571306
2831,2831,GO:0030217,GO:0007259,102.78220594571306
2299,2299,GO:0007259,GO:0030217,102.78220594571306
2165,2165,GO:0004915,GO:0030217,102.78220594571306
190,190,GO:0051098,GO:0007173,102.76
7505,7505,GO:0007173,GO:0051098,102.76
7184,7184,GO:0097210,GO:0019222,102.73390342052313
7185,7185,GO:0097210,GO:0043491,102.73390342052313
11175,11175,GO:0043491,GO:0097210,102.73390342052313
11041,11041,GO:0019222,GO:0097210,102.73390342052313
